,Course Title,Instructor,Rating,No of students who gave rating,Hours to complete course,No of Lectures,Level,Image link,Course URL,Description,Discounted Price,Price,Category,Subcategory,Sub subcategory
1681,Mastering SharePoint 2019,Packt Publishing,4.6,526,4 total hours,36 lectures,Expert,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/mastering-sharepoint-2019/,Leverage Microsoft SharePoint 2019 features and capabilities to maximum advantage,₹396,"₹8,000",Development,Software Development Tools,SharePoint
1682,Learn Python 3 - Your First Step to Learning Python,Fettah Ben,4.7,526,4.5 total hours,52 lectures,Beginner,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/python-3-course/,Take this Python course for beginners to learn Python 3 from the beginning,₹385,"₹8,640",Development,Programming Languages,Python
1683,R Programming Hands-on Specialization for Data Science (Lv1),Irfan Elahi,3.7,526,11 total hours,87 lectures,Beginner,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/r-programming-data-science-hands-on-course/,An in-depth course on R language with real-world Data Science examples to supercharge your R data analysis skills,₹385,"₹8,640",Development,Data Science,R (programming language)
1684,Bootstrap 4 Ultimate Course,Learn Tech Plus,4.1,525,5.5 total hours,85 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/learn-advanced-bootstrap-4/,Everything you need to know to Build a 4 Web Page Website with Bootstrap 4,₹385,"₹8,640",Development,Web Development,Bootstrap
1685,Java Programming Fundamentals,Zakaria Chowdhury,4.2,525,1 total hour,11 lectures,Beginner,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/java-programming-fundamentals/,A step-by-step beginner's guide to programming in Java,₹385,"₹1,280",Development,Programming Languages,Java
1686,The Complete Introduction to OpenFOAM,Philip Baldock,4.5,525,8 total hours,100 lectures,Beginner,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/the-complete-introduction-to-openfoam-with-solid-mechanics/,Learn CFD through Solid Mechanics with OpenFOAM and the FOAM-Extend Solid Mechanics library,₹385,"₹3,200",Development,Software Development Tools,OpenFoam
1687,WordPress for Beginners: Create Your Own WordPress Website,Qadar Khan,4.2,524,5 total hours,49 lectures,Beginner,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/wordpress-create-professional-wordpress-websites-no-coding/,Step by Step WordPress Training Course Guide to Create Stunning Websites No Coding or Programming Skills for Beginners,₹385,"₹1,280",Development,Web Development,WordPress
1688,How To Launch Your App In  Just 16 hrs - Android Development,"Vivek Ramesh, Gary Simon",3.8,524,16.5 total hours,110 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/design-code-an-android-app-from-scratch/,Learn Both Design with Photoshop and Code with Android Studio to publish your first app on the Playstore in just 16 HRS!,₹385,"₹5,120",Development,Mobile Development,Android Development
1689,Modern web development course: beginner to advanced,Evans Boateng Owusu,3.9,524,5 total hours,48 lectures,Beginner,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/mordern-web-development-course-beginner-to-advanced/,"Start with HTML, CSS, JavaScript and move to NodeJS/HapiJS, ReactJS, and finally implement a sentiment analyzer.",₹385,"₹8,640",Development,Web Development,Front End Web Development
1690,Understanding CouchDB 3: Learn Basic & Advanced NoSQL Skills,Gregory (Mad Pink) Miller,4.7,523,7 total hours,53 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/understanding-couchdb/,Learn this NoSQL Database and Go From Beginner to Advanced with CouchDB,₹385,"₹8,640",Development,Database Design & Development,CouchDB
1691,Flutter & Dart Development For Building iOS and Android Apps,Frahaan Hussain,4.5,523,10 total hours,125 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/flutter-mobile-development/,Flutter is created by Google and is the future of all iOS and Android applications. It is powered by the Dart language,₹385,"₹8,640",Development,Mobile Development,Google Flutter
1692,The Ultimate HTML Developer 2020 Edition,Kalob Taulien,4.7,522,10 total hours,104 lectures,Beginner,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/the-ultimate-html-developer/,Learn HTML/HTML5 from scratch. Practice tasks and tests included. This is a beginner-friendly course!,₹522,"₹11,520",Development,Web Development,HTML
1693,Bootstrap From Scratch - Fast and Responsive Web Development,"Mammoth Interactive, John Bura",4.4,521,5 total hours,36 lectures,Beginner,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/bootstrap-from-scratch-fast-and-responsive-web-development/,"Build Projects and Master Responsive Web Development with Bootstrap 4, HTML5 and CSS3 with Mobile First Design and More",₹385,"₹8,640",Development,Web Development,Bootstrap
1694,"Mastering Django - AJAX, Class Based Views, Forms",Nick Walter,4.7,521,5 total hours,38 lectures,All Levels,https://img-c.udemycdn.com/course/240x135/2222446_c673.jpg,https://www.udemy.com/course/mastering-django-part-1-forms-class-based-views-ajax/,"Master your skills as a Django developer by learning advanced techniques - Pipenv, Seed Data, External API, Auth Views",₹385,"₹8,640",Development,Web Development,Django
1695,Getting started with WebAssembly & Emscripten,Ray Viljoen,4.5,520,2.5 total hours,23 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/webassembly-emscripten/,A complete guide for learning the WebAssembly JavaScript API and Emscripten toolset.,₹385,"₹8,000",Development,Web Development,JavaScript
1696,Dynamic JavaScript Master Class AJAX JSON Simple APIs,Laurence Svekis,3.8,518,4.5 total hours,67 lectures,Intermediate,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/ajax-course/,Learn how to use AJAX to send data to your web server and get response data back to output in your web applciation,₹385,"₹8,640",Development,Web Development,AJAX
1697,Learn and Master C Programming For Absolute Beginners!,Mohammad El-Haj,4.3,518,14 total hours,150 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/master-c-programming-with-visual-studio-for-all/,"Become C code expert in Visual Studio on Windows! Learn about arrays, pointers, files, strings, dynamic memory and more!",₹385,"₹8,640",Development,Programming Languages,Visual Studio
1698,"The Data Visualization Course: Excel, Tableau, Python, R",365 Careers,4.6,517,9 total hours,115 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/the-complete-data-visualization-course/,"Data visualization in Excel, Tableau, Python, and R. Create stunning charts and learn the most in-demand skills in 2020",₹385,"₹8,640",Development,Data Science,Data Visualization
1699,JavaScript JSON and AJAX Explained JavaScript Objects,Laurence Svekis,4.4,517,1 total hour,16 lectures,Beginner,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/javascript-json-and-ajax-explained-javascript-objects/,Learn about JavaScript Object Notation and how to utilize it in JavaScript as object data,₹385,"₹5,440",Development,Programming Languages,JavaScript
1700,Create Chatbot for Website with React and Node.js,Jana Bergant,4.5,517,10 total hours,109 lectures,Intermediate,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/chatbot-for-website-with-react-and-nodejs/,"Create a chatbot for webpage with React and Node.js. Teach chatbot to sell products, give recommendation, measure demand",₹385,"₹8,640",Development,Web Development,Chatbot
1701,Learning Path: Haskell: Functional Programming and Haskell,Packt Publishing,4.5,516,13 total hours,73 lectures,Intermediate,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/learning-path-haskell-functional-programming-and-haskell/,"Gain expertise of programming in Haskell — an advanced, purely functional programming language.",₹385,"₹8,640",Development,Programming Languages,Haskell
1702,Intro to Airplane Physics in Unity 3D - 2017 & 2018,Indie - Pixel,4.7,516,20.5 total hours,149 lectures,Beginner,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/intro-to-airplane-physics-in-unity-3d/,Learn how to build your very own Custom Airplane Physics with Unity & C#,₹385,"₹6,400",Development,Game Development,Unity
1703,"Build Your own Self Driving Car | Deep Learning, OpenCV, C++",Rajandeep Singh,4.7,515,5.5 total hours,47 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/selfdrivingcar/,"Learn Raspberry Pi, Arduino UNO, Image Processing and Neural Networks (Machine Learning)  for any Embedded IOT Project",₹385,"₹8,640",Development,Data Science,Machine Learning
1704,Java: Multi-threading and Concurrency Simplified,Sagar Uppuluri,4.7,514,4.5 total hours,61 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/java-multi-threading-by-sagar/,"Confidently transform single threaded code to multithreaded code, understand concurrent utils and much more..",₹385,"₹3,200",Development,Programming Languages,Multithreading
1705,Beat the Codility Coding Interview in Python,James Cutajar,4.5,513,6.5 total hours,93 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/beat-the-codility-coding-interview-in-python/,Learn and practice how to solve many coding puzzles from Codility using Python.,₹385,"₹1,280",Development,Software Engineering,Coding Interview
1706,Unreal Engine:  Create an Arcade Classic!,Greg Wondra,4.7,513,26.5 total hours,161 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/unreal-engine-4-create-an-arcade-classic/,"Like ""Fortnite?""  Master the tools used to build it as we re-create an arcade classic using Unreal Engine 4.",₹385,"₹6,400",Development,Game Development,Unreal Engine
1707,"Install NGINX, PHP, MySQL, SSL & WordPress on Ubuntu",YouAccel Training,4.5,513,1.5 total hours,25 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/install-nginx-php-mysql-ssl-wordpress-on-ubuntu/,"Learn to Install & Configure NGINX on Ubuntu 18.04. Includes MySQL, PHP, PhpMyAdmin, WordPress & SSL Integration.",₹385,"₹8,640",Development,Web Development,NGINX
1708,Learn C programming from Scratch,Rajarshi Das,2.5,512,3.5 total hours,23 lectures,Beginner,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/learn-c-programming-from-scratch/,A must learn programming language for beginners.,₹385,"₹1,280",Development,Programming Languages,C (programming language)
1709,The Complete LibGDX Game Course Using Java,Awesome Tuts,4,511,20.5 total hours,92 lectures,Beginner,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/the-complete-libgdx-game-course/,"Learn How To Plan, Design, And Create Your Games Using LibGDX Java's Game Development Framework",₹385,"₹6,400",Development,Game Development,LibGDX
1710,"Java Servlet, JSP and Hibernate: Build eCommerce Website",Nam Ha Minh,4.5,511,59 total hours,253 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/java-servlet-jsp-and-hibernate-build-a-complete-website/,"Learn Java Servlet, JSP and Hibernate framework to build an eCommerce Website (with PayPal and credit card payment)",₹385,"₹1,280",Development,Programming Languages,Servlet
1711,SAP ABAP on HANA +HANA Modelling for Beginners with Hands-On,Vishal Saxena,4.3,511,3.5 total hours,11 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/sap-abap-on-hana-hana-modelling-for-beginners-with-hands-on/,Best Course to Learn SAP ABAP on HANA + HANA Modelling in an easy Step by Step manner with Practical Examples,₹385,"₹8,640",Development,Programming Languages,SAP ABAP
1712,Complete PHP from Scratch for Beginners,Srinivas Vanamala,4.5,510,17.5 total hours,202 lectures,Beginner,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/ultimate-php-course-for-absolute-beginners/,Start your Career as Back End Web Developer with lots of Practical Examples and Exercises. Skills Guaranteed.,₹385,"₹3,520",Development,Web Development,PHP
1713,JavaScript Console Object Ultimate Guide,Alperen Talaslıoğlu,4.6,509,1 total hour,15 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/javascript-console-object-ultimate-guide/,Discover the Real Power of Javascript Console Object,₹385,"₹1,280",Development,Web Development,JavaScript
1714,Quick Review of Python,Arunachala Damodar,4.4,509,2.5 total hours,37 lectures,Beginner,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/python-for-machine-learning-t/,A Prerequisite for Learn Machine Learning,₹385,"₹1,280",Development,Data Science,Python
1715,Bootstrap Basics: Program Responsive Websites,"Brad Hussey, Code College",4.6,509,3 total hours,28 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/code-responsive-website-twitter-bootstrap/,"Learn to hand-code your first responsive website with this popular, free and open-source framework in 3 hours.",₹385,"₹4,800",Development,Web Development,Bootstrap
1716,Full JavaScript Masterclass Course: ES6 Modern Development,Frahaan Hussain,4,508,5 total hours,70 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/javascript-series/,"JavaScript is a very powerful language. Used by all the big companies, Microsoft, Apple, Google etc. ECMAScript 6 inside",₹385,"₹8,640",Development,Programming Languages,JavaScript
1717,Teradata Fundamentals - Comprehensive SQL course on Teradata,Saad Qureshi,4.4,507,8 total hours,67 lectures,Beginner,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/teradata-sql-beginners-guide/,A comprehensive course on Teradata Fundamentals and SQL,₹385,"₹8,640",Development,Database Design & Development,Teradata
1718,React Data Visualization - Build a Cryptocurrency Dashboard,react.school _,4.1,506,4 total hours,41 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/react-data-visualization-build-a-cryptocurrency-dashboard/,"Learn industry secrets of building beautifully fast dashboards with React, Context API, styled-components & CSS Grid.",₹385,"₹4,480",Development,Web Development,React
1719,Crash Course to Learn Python coding from basic beginning,"Edu Mark, Kewal Shah",3.9,505,3.5 total hours,41 lectures,Beginner,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/learn-python-coding-from-basic-beginning-to-master/,Learn Python like a Professional! Start from the basics and go all the way to creating your own applications and games!,₹385,"₹8,640",Development,Programming Languages,Python
